20601	607 Cases
20602	618 Cases
20603	694 Cases
20604	10 Cases
20607	294 Cases
20608	15 Cases
20611	12 Cases
20612	8 Cases
20613	339 Cases
20615	8 Cases
20616	123 Cases
20619	140 Cases
20621	11 Cases
20622	260 Cases
20623	67 Cases
20624	17 Cases
20632	20 Cases
20634	98 Cases
20636	97 Cases
20637	78 Cases
20639	194 Cases
20640	150 Cases
20645	18 Cases
20646	393 Cases
20650	169 Cases
20653	364 Cases
20656	10 Cases
20657	288 Cases
20658	13 Cases
20659	264 Cases
20662	38 Cases
20664	41 Cases
20670	16 Cases
20675	26 Cases
20676	31 Cases
20677	38 Cases
20678	187 Cases
20685	74 Cases
20688	24 Cases
20689	29 Cases
20692	19 Cases
20693	18 Cases
20695	258 Cases
20701	10 Cases
20703	9 Cases
20704	10 Cases
20705	1291 Cases
20706	2064 Cases
20707	1330 Cases
20708	1029 Cases
20710	469 Cases
20711	169 Cases
20712	356 Cases
20714	50 Cases
20715	481 Cases
20716	518 Cases
20720	591 Cases
20721	788 Cases
20722	322 Cases
20723	786 Cases
20724	602 Cases
20732	128 Cases
20733	37 Cases
20735	1303 Cases
20736	118 Cases
20737	1402 Cases
20740	1069 Cases
20742	167 Cases
20743	1210 Cases
20744	1579 Cases
20745	1034 Cases
20746	800 Cases
20747	1159 Cases
20748	1119 Cases
20751	43 Cases
20754	98 Cases
20755	71 Cases
20758	9 Cases
20759	89 Cases
20762	29 Cases
20763	70 Cases
20764	50 Cases
20769	220 Cases
20770	796 Cases
20772	1211 Cases
20774	1304 Cases
20776	39 Cases
20777	36 Cases
20778	27 Cases
20779	13 Cases
20781	609 Cases
20782	1791 Cases
20783	3185 Cases
20784	1733 Cases
20785	1546 Cases
20787	11 Cases
20794	799 Cases
20814	454 Cases
20815	401 Cases
20816	156 Cases
20817	479 Cases
20818	18 Cases
20832	407 Cases
20833	107 Cases
20837	67 Cases
20841	102 Cases
20842	18 Cases
20850	1058 Cases
20851	456 Cases
20852	779 Cases
20853	884 Cases
20854	677 Cases
20855	293 Cases
20860	104 Cases
20861	31 Cases
20866	389 Cases
20868	13 Cases
20871	304 Cases
20872	250 Cases
20874	1305 Cases
20875	12 Cases
20876	607 Cases
20877	1548 Cases
20878	1010 Cases
20879	813 Cases
20882	244 Cases
20886	1176 Cases
20889	12 Cases
20895	400 Cases
20901	1067 Cases
20902	2187 Cases
20903	1411 Cases
20904	1968 Cases
20905	407 Cases
20906	2882 Cases
20907	10 Cases
20910	906 Cases
20912	760 Cases
21001	385 Cases
21005	30 Cases
21009	505 Cases
21012	431 Cases
21013	49 Cases
21014	549 Cases
21015	355 Cases
21017	78 Cases
21028	26 Cases
21029	176 Cases
21030	640 Cases
21032	168 Cases
21034	35 Cases
21035	97 Cases
21036	34 Cases
21037	411 Cases
21040	507 Cases
21042	489 Cases
21043	843 Cases
21044	841 Cases
21045	899 Cases
21046	265 Cases
21047	167 Cases
21048	113 Cases
21050	327 Cases
21052	16 Cases
21053	36 Cases
21054	249 Cases
21057	75 Cases
21060	882 Cases
21061	1390 Cases
21074	124 Cases
21075	703 Cases
21076	465 Cases
21077	9 Cases
21078	228 Cases
21082	19 Cases
21084	92 Cases
21085	276 Cases
21087	92 Cases
21090	226 Cases
21093	730 Cases
21102	152 Cases
21104	89 Cases
21108	290 Cases
21111	58 Cases
21113	609 Cases
21114	439 Cases
21117	1461 Cases
21120	83 Cases
21122	1192 Cases
21128	278 Cases
21131	93 Cases
21132	30 Cases
21133	1046 Cases
21136	724 Cases
21140	38 Cases
21144	771 Cases
21146	465 Cases
