20601	2282 Cases
20602	2548 Cases
20603	2624 Cases
20604	35 Cases
20606	16 Cases
20607	1046 Cases
20608	51 Cases
20609	83 Cases
20611	83 Cases
20612	16 Cases
20613	1391 Cases
20615	26 Cases
20616	639 Cases
20617	63 Cases
20618	63 Cases
20619	855 Cases
20620	127 Cases
20621	69 Cases
20622	584 Cases
20623	235 Cases
20624	121 Cases
20625	42 Cases
20626	16 Cases
20628	28 Cases
20630	54 Cases
20632	51 Cases
20634	510 Cases
20636	727 Cases
20637	415 Cases
20639	777 Cases
20640	832 Cases
20645	66 Cases
20646	1541 Cases
20650	1012 Cases
20653	1733 Cases
20656	43 Cases
20657	1054 Cases
20658	76 Cases
20659	1823 Cases
20662	188 Cases
20664	194 Cases
20667	20 Cases
20670	74 Cases
20674	30 Cases
20675	126 Cases
20676	134 Cases
20677	177 Cases
20678	747 Cases
20680	33 Cases
20684	61 Cases
20685	327 Cases
20687	21 Cases
20688	121 Cases
20689	105 Cases
20690	35 Cases
20692	60 Cases
20693	78 Cases
20695	1111 Cases
20701	44 Cases
20703	21 Cases
20704	19 Cases
20705	3322 Cases
20706	5333 Cases
20707	3832 Cases
20708	2851 Cases
20710	1079 Cases
20711	626 Cases
20712	840 Cases
20714	238 Cases
20715	1834 Cases
20716	1815 Cases
20718	13 Cases
20720	2086 Cases
20721	2558 Cases
20722	806 Cases
20723	2662 Cases
20724	1797 Cases
20725	13 Cases
20732	551 Cases
20733	203 Cases
20735	4023 Cases
20736	513 Cases
20737	2902 Cases
20740	2685 Cases
20741	15 Cases
20742	528 Cases
20743	4230 Cases
20744	5212 Cases
20745	3325 Cases
20746	3059 Cases
20747	4227 Cases
20748	3986 Cases
20750	8 Cases
20751	154 Cases
20754	432 Cases
20755	547 Cases
20757	20 Cases
20758	47 Cases
20759	372 Cases
20762	191 Cases
20763	254 Cases
20764	276 Cases
20765	45 Cases
20769	620 Cases
20770	2293 Cases
20772	4432 Cases
20773	16 Cases
20774	4504 Cases
20776	215 Cases
20777	210 Cases
20778	118 Cases
20779	71 Cases
20781	1422 Cases
20782	4060 Cases
20783	5690 Cases
20784	4195 Cases
20785	4497 Cases
20787	20 Cases
20788	9 Cases
20794	2079 Cases
20812	14 Cases
20814	1429 Cases
20815	1350 Cases
20816	621 Cases
20817	1633 Cases
20818	57 Cases
20832	1448 Cases
20833	484 Cases
20837	326 Cases
20838	10 Cases
20839	12 Cases
20841	473 Cases
20842	95 Cases
20847	52 Cases
20848	12 Cases
20850	3256 Cases
20851	1262 Cases
20852	2727 Cases
20853	2579 Cases
20854	2250 Cases
20855	983 Cases
20860	214 Cases
20861	187 Cases
20862	19 Cases
20866	1429 Cases
20868	84 Cases
20871	1537 Cases
20872	977 Cases
20874	4824 Cases
20875	28 Cases
20876	2094 Cases
20877	4249 Cases
20878	3670 Cases
20879	2510 Cases
20882	871 Cases
20886	3401 Cases
20889	57 Cases
20892	81 Cases
20895	1180 Cases
20896	22 Cases
20898	10 Cases
20901	2978 Cases
20902	5387 Cases
20903	2798 Cases
20904	5640 Cases
20905	1367 Cases
20906	7223 Cases
20907	22 Cases
20910	2710 Cases
20912	1958 Cases
21001	2104 Cases
21005	122 Cases
21009	2334 Cases
21010	9 Cases
21012	1564 Cases
21013	266 Cases
21014	2787 Cases
21015	1967 Cases
21017	569 Cases
21028	209 Cases
21029	623 Cases
21030	2038 Cases
21031	9 Cases
21032	774 Cases
21034	186 Cases
21035	600 Cases
21036	145 Cases
21037	1631 Cases
21040	2099 Cases
21042	2094 Cases
21043	2992 Cases
21044	2853 Cases
21045	2786 Cases
21046	992 Cases
21047	883 Cases
21048	572 Cases
21050	1389 Cases
21051	12 Cases
21052	42 Cases
21053	212 Cases
21054	981 Cases
21056	12 Cases
21057	311 Cases
21060	3726 Cases
21061	5482 Cases
21071	24 Cases
21074	828 Cases
21075	2694 Cases
21076	1930 Cases
21077	21 Cases
21078	1302 Cases
21082	59 Cases
21084	396 Cases
21085	1392 Cases
21087	508 Cases
21090	915 Cases
21093	2617 Cases
21102	699 Cases
21104	330 Cases
