20601	2377 Cases
20602	2656 Cases
20603	2688 Cases
20604	35 Cases
20606	18 Cases
20607	1070 Cases
20608	52 Cases
20609	89 Cases
20611	85 Cases
20612	16 Cases
20613	1429 Cases
20615	26 Cases
20616	658 Cases
20617	65 Cases
20618	74 Cases
20619	927 Cases
20620	149 Cases
20621	78 Cases
20622	603 Cases
20623	241 Cases
20624	135 Cases
20625	49 Cases
20626	19 Cases
20628	33 Cases
20630	55 Cases
20632	55 Cases
20634	557 Cases
20636	798 Cases
20637	448 Cases
20639	830 Cases
20640	858 Cases
20645	68 Cases
20646	1593 Cases
20650	1104 Cases
20653	1885 Cases
20656	43 Cases
20657	1131 Cases
20658	83 Cases
20659	2051 Cases
20662	192 Cases
20664	209 Cases
20667	22 Cases
20670	74 Cases
20674	32 Cases
20675	128 Cases
20676	148 Cases
20677	179 Cases
20678	793 Cases
20680	41 Cases
20684	67 Cases
20685	341 Cases
20687	25 Cases
20688	129 Cases
20689	109 Cases
20690	44 Cases
20692	70 Cases
20693	79 Cases
20695	1138 Cases
20701	44 Cases
20703	21 Cases
20704	19 Cases
20705	3374 Cases
20706	5399 Cases
20707	3891 Cases
20708	2906 Cases
20710	1098 Cases
20711	644 Cases
20712	857 Cases
20714	254 Cases
20715	1880 Cases
20716	1857 Cases
20718	13 Cases
20720	2121 Cases
20721	2606 Cases
20722	812 Cases
20723	2732 Cases
20724	1835 Cases
20725	14 Cases
20732	578 Cases
20733	216 Cases
20735	4109 Cases
20736	529 Cases
20737	2932 Cases
20740	2711 Cases
20741	15 Cases
20742	532 Cases
20743	4333 Cases
20744	5314 Cases
20745	3397 Cases
20746	3135 Cases
20747	4346 Cases
20748	4094 Cases
20750	8 Cases
20751	166 Cases
20754	466 Cases
20755	555 Cases
20757	20 Cases
20758	50 Cases
20759	385 Cases
20762	193 Cases
20763	256 Cases
20764	289 Cases
20765	46 Cases
20769	639 Cases
20770	2344 Cases
20772	4526 Cases
20773	16 Cases
20774	4580 Cases
20776	228 Cases
20777	213 Cases
20778	122 Cases
20779	75 Cases
20781	1455 Cases
20782	4114 Cases
20783	5754 Cases
20784	4257 Cases
20785	4601 Cases
20787	20 Cases
20788	10 Cases
20794	2103 Cases
20812	15 Cases
20814	1462 Cases
20815	1374 Cases
20816	637 Cases
20817	1673 Cases
20818	57 Cases
20832	1486 Cases
20833	496 Cases
20837	348 Cases
20838	10 Cases
20839	16 Cases
20841	484 Cases
20842	96 Cases
20847	53 Cases
20848	12 Cases
20850	3334 Cases
20851	1290 Cases
20852	2790 Cases
20853	2643 Cases
20854	2322 Cases
20855	999 Cases
20860	214 Cases
20861	195 Cases
20862	20 Cases
20866	1453 Cases
20868	84 Cases
20871	1574 Cases
20872	1016 Cases
20874	4932 Cases
20875	28 Cases
20876	2119 Cases
20877	4310 Cases
20878	3738 Cases
20879	2554 Cases
20882	894 Cases
20886	3457 Cases
20889	57 Cases
20892	83 Cases
20895	1209 Cases
20896	23 Cases
20898	10 Cases
20901	3025 Cases
20902	5461 Cases
20903	2820 Cases
20904	5733 Cases
20905	1388 Cases
20906	7304 Cases
20907	22 Cases
