20601	713 Cases
20602	726 Cases
20603	803 Cases
20604	11 Cases
20607	345 Cases
20608	15 Cases
20609	8 Cases
20611	18 Cases
20612	8 Cases
20613	406 Cases
20615	8 Cases
20616	148 Cases
20617	9 Cases
20618	9 Cases
20619	164 Cases
20620	12 Cases
20621	11 Cases
20622	266 Cases
20623	75 Cases
20624	20 Cases
20625	10 Cases
20630	8 Cases
20632	21 Cases
20634	115 Cases
20636	117 Cases
20637	88 Cases
20639	219 Cases
20640	178 Cases
20645	20 Cases
20646	452 Cases
20650	226 Cases
20653	428 Cases
20656	12 Cases
20657	327 Cases
20658	16 Cases
20659	324 Cases
20662	53 Cases
20664	52 Cases
20670	18 Cases
20675	34 Cases
20676	36 Cases
20677	46 Cases
20678	221 Cases
20684	9 Cases
20685	91 Cases
20688	25 Cases
20689	31 Cases
20690	8 Cases
20692	20 Cases
20693	22 Cases
20695	307 Cases
20701	11 Cases
20703	10 Cases
20704	10 Cases
20705	1484 Cases
20706	2276 Cases
20707	1525 Cases
20708	1158 Cases
20710	533 Cases
20711	182 Cases
20712	385 Cases
20714	61 Cases
20715	558 Cases
20716	576 Cases
20720	688 Cases
20721	893 Cases
20722	362 Cases
20723	895 Cases
20724	702 Cases
20732	148 Cases
20733	42 Cases
20735	1414 Cases
20736	142 Cases
20737	1543 Cases
20740	1192 Cases
20742	193 Cases
20743	1346 Cases
20744	1775 Cases
20745	1137 Cases
20746	899 Cases
20747	1304 Cases
20748	1229 Cases
20751	45 Cases
20754	107 Cases
20755	90 Cases
20758	10 Cases
20759	97 Cases
20762	38 Cases
20763	75 Cases
20764	54 Cases
20765	9 Cases
20769	247 Cases
20770	895 Cases
20772	1371 Cases
20774	1456 Cases
20776	46 Cases
20777	47 Cases
20778	29 Cases
20779	15 Cases
20781	678 Cases
20782	1960 Cases
20783	3394 Cases
20784	1935 Cases
20785	1746 Cases
20787	13 Cases
20794	891 Cases
20814	517 Cases
20815	454 Cases
20816	180 Cases
20817	535 Cases
20818	24 Cases
20832	459 Cases
20833	139 Cases
20837	87 Cases
20839	8 Cases
20841	127 Cases
20842	19 Cases
20850	1205 Cases
20851	509 Cases
20852	925 Cases
20853	1005 Cases
20854	790 Cases
20855	327 Cases
20860	105 Cases
20861	37 Cases
20866	450 Cases
20868	18 Cases
20871	381 Cases
