Zip,Cases,Date,City,formatted_date
20744,174,2020-04-20,Fort Washington,2020-04-20
20744,180,2020-04-21,Fort Washington,2020-04-21
20744,189,2020-04-22,Fort Washington,2020-04-22
20744,196,2020-04-23,Fort Washington,2020-04-23
20744,200,2020-04-24,Fort Washington,2020-04-24
20744,216,2020-04-25,Fort Washington,2020-04-25
20744,220,2020-04-26,Fort Washington,2020-04-26
20744,224,2020-04-27,Fort Washington,2020-04-27
20744,229,2020-04-28,Fort Washington,2020-04-28
20744,242,2020-04-29,Fort Washington,2020-04-29
20744,253,2020-04-30,Fort Washington,2020-04-30
20744,281,2020-05-01,Fort Washington,2020-05-01
20744,289,2020-05-02,Fort Washington,2020-05-02
20744,301,2020-05-03,Fort Washington,2020-05-03
20744,312,2020-05-04,Fort Washington,2020-05-04
20744,327,2020-05-05,Fort Washington,2020-05-05
20744,343,2020-05-06,Fort Washington,2020-05-06
20744,352,2020-05-07,Fort Washington,2020-05-07
20744,369,2020-05-08,Fort Washington,2020-05-08
20744,378,2020-05-09,Fort Washington,2020-05-09
20744,393,2020-05-10,Fort Washington,2020-05-10
20744,400,2020-05-11,Fort Washington,2020-05-11
20744,409,2020-05-12,Fort Washington,2020-05-12
20744,413,2020-05-13,Fort Washington,2020-05-13
20744,429,2020-05-14,Fort Washington,2020-05-14
20744,437,2020-05-15,Fort Washington,2020-05-15
20744,444,2020-05-16,Fort Washington,2020-05-16
20745,71,2020-04-14,Oxon Hill,2020-04-14
20745,75,2020-04-15,Oxon Hill,2020-04-15
20745,80,2020-04-16,Oxon Hill,2020-04-16
20745,86,2020-04-17,Oxon Hill,2020-04-17
20745,90,2020-04-18,Oxon Hill,2020-04-18
20745,95,2020-04-19,Oxon Hill,2020-04-19
20745,104,2020-04-20,Oxon Hill,2020-04-20
20745,108,2020-04-21,Oxon Hill,2020-04-21
20745,108,2020-04-22,Oxon Hill,2020-04-22
20745,119,2020-04-23,Oxon Hill,2020-04-23
20745,125,2020-04-24,Oxon Hill,2020-04-24
20745,140,2020-04-25,Oxon Hill,2020-04-25
20745,145,2020-04-26,Oxon Hill,2020-04-26
20745,149,2020-04-27,Oxon Hill,2020-04-27
20745,160,2020-04-28,Oxon Hill,2020-04-28
20745,167,2020-04-29,Oxon Hill,2020-04-29
20745,179,2020-04-30,Oxon Hill,2020-04-30
20745,189,2020-05-01,Oxon Hill,2020-05-01
20745,197,2020-05-02,Oxon Hill,2020-05-02
20745,213,2020-05-03,Oxon Hill,2020-05-03
20745,224,2020-05-04,Oxon Hill,2020-05-04
20745,230,2020-05-05,Oxon Hill,2020-05-05
20745,237,2020-05-06,Oxon Hill,2020-05-06
20745,242,2020-05-07,Oxon Hill,2020-05-07
20745,253,2020-05-08,Oxon Hill,2020-05-08
20745,264,2020-05-09,Oxon Hill,2020-05-09
20745,271,2020-05-10,Oxon Hill,2020-05-10
20745,276,2020-05-11,Oxon Hill,2020-05-11
20745,284,2020-05-12,Oxon Hill,2020-05-12
20745,286,2020-05-13,Oxon Hill,2020-05-13
20745,290,2020-05-14,Oxon Hill,2020-05-14
20745,300,2020-05-15,Oxon Hill,2020-05-15
20745,312,2020-05-16,Oxon Hill,2020-05-16
20746,72,2020-04-14,Suitland,2020-04-14
20746,76,2020-04-15,Suitland,2020-04-15
20746,83,2020-04-16,Suitland,2020-04-16
20746,92,2020-04-17,Suitland,2020-04-17
20746,97,2020-04-18,Suitland,2020-04-18
20746,98,2020-04-19,Suitland,2020-04-19
20746,105,2020-04-20,Suitland,2020-04-20
20746,107,2020-04-21,Suitland,2020-04-21
20746,108,2020-04-22,Suitland,2020-04-22
20746,109,2020-04-23,Suitland,2020-04-23
20746,117,2020-04-24,Suitland,2020-04-24
20746,133,2020-04-25,Suitland,2020-04-25
20746,138,2020-04-26,Suitland,2020-04-26
20746,142,2020-04-27,Suitland,2020-04-27
20746,145,2020-04-28,Suitland,2020-04-28
20746,148,2020-04-29,Suitland,2020-04-29
20746,154,2020-04-30,Suitland,2020-04-30
20746,166,2020-05-01,Suitland,2020-05-01
20746,175,2020-05-02,Suitland,2020-05-02
20746,180,2020-05-03,Suitland,2020-05-03
20746,184,2020-05-04,Suitland,2020-05-04
20746,186,2020-05-05,Suitland,2020-05-05
20746,195,2020-05-06,Suitland,2020-05-06
20746,198,2020-05-07,Suitland,2020-05-07
20746,217,2020-05-08,Suitland,2020-05-08
20746,221,2020-05-09,Suitland,2020-05-09
20746,229,2020-05-10,Suitland,2020-05-10
20746,232,2020-05-11,Suitland,2020-05-11
20746,236,2020-05-12,Suitland,2020-05-12
20746,239,2020-05-13,Suitland,2020-05-13
20746,253,2020-05-14,Suitland,2020-05-14
20746,259,2020-05-15,Suitland,2020-05-15
20746,266,2020-05-16,Suitland,2020-05-16
20747,108,2020-04-12,District Heights,2020-04-12
20747,121,2020-04-14,District Heights,2020-04-14
20747,126,2020-04-15,District Heights,2020-04-15
20747,138,2020-04-16,District Heights,2020-04-16
20747,145,2020-04-17,District Heights,2020-04-17
20747,150,2020-04-18,District Heights,2020-04-18
20747,157,2020-04-19,District Heights,2020-04-19
20747,162,2020-04-20,District Heights,2020-04-20
20747,168,2020-04-21,District Heights,2020-04-21
20747,168,2020-04-22,District Heights,2020-04-22
20747,178,2020-04-23,District Heights,2020-04-23
20747,186,2020-04-24,District Heights,2020-04-24
20747,207,2020-04-25,District Heights,2020-04-25
20747,216,2020-04-26,District Heights,2020-04-26
20747,224,2020-04-27,District Heights,2020-04-27
20747,228,2020-04-28,District Heights,2020-04-28
20747,235,2020-04-29,District Heights,2020-04-29
20747,242,2020-04-30,District Heights,2020-04-30
20747,258,2020-05-01,District Heights,2020-05-01
20747,270,2020-05-02,District Heights,2020-05-02
20747,279,2020-05-03,District Heights,2020-05-03
20747,289,2020-05-04,District Heights,2020-05-04
20747,297,2020-05-05,District Heights,2020-05-05
20747,303,2020-05-06,District Heights,2020-05-06
20747,307,2020-05-07,District Heights,2020-05-07
20747,315,2020-05-08,District Heights,2020-05-08
20747,323,2020-05-09,District Heights,2020-05-09
20747,329,2020-05-10,District Heights,2020-05-10
20747,344,2020-05-11,District Heights,2020-05-11
20747,348,2020-05-12,District Heights,2020-05-12
20747,352,2020-05-13,District Heights,2020-05-13
20747,378,2020-05-14,District Heights,2020-05-14
20747,388,2020-05-15,District Heights,2020-05-15
20747,392,2020-05-16,District Heights,2020-05-16
20748,82,2020-04-12,Temple Hills,2020-04-12
20748,92,2020-04-14,Temple Hills,2020-04-14
20748,99,2020-04-15,Temple Hills,2020-04-15
20748,105,2020-04-16,Temple Hills,2020-04-16
20748,111,2020-04-17,Temple Hills,2020-04-17
20748,113,2020-04-18,Temple Hills,2020-04-18
20748,117,2020-04-19,Temple Hills,2020-04-19
20748,125,2020-04-20,Temple Hills,2020-04-20
20748,132,2020-04-21,Temple Hills,2020-04-21
20748,133,2020-04-22,Temple Hills,2020-04-22
20748,136,2020-04-23,Temple Hills,2020-04-23
20748,141,2020-04-24,Temple Hills,2020-04-24
20748,153,2020-04-25,Temple Hills,2020-04-25
20748,157,2020-04-26,Temple Hills,2020-04-26
20748,165,2020-04-27,Temple Hills,2020-04-27
20748,175,2020-04-28,Temple Hills,2020-04-28
20748,180,2020-04-29,Temple Hills,2020-04-29
20748,187,2020-04-30,Temple Hills,2020-04-30
20748,207,2020-05-01,Temple Hills,2020-05-01
20748,213,2020-05-02,Temple Hills,2020-05-02
20748,218,2020-05-03,Temple Hills,2020-05-03
20748,222,2020-05-04,Temple Hills,2020-05-04
20748,232,2020-05-05,Temple Hills,2020-05-05
20748,241,2020-05-06,Temple Hills,2020-05-06
20748,245,2020-05-07,Temple Hills,2020-05-07
20748,268,2020-05-08,Temple Hills,2020-05-08
20748,279,2020-05-09,Temple Hills,2020-05-09
20748,289,2020-05-10,Temple Hills,2020-05-10
20748,295,2020-05-11,Temple Hills,2020-05-11
20748,299,2020-05-12,Temple Hills,2020-05-12
20748,303,2020-05-13,Temple Hills,2020-05-13
20748,313,2020-05-14,Temple Hills,2020-05-14
20748,327,2020-05-15,Temple Hills,2020-05-15
20748,334,2020-05-16,Temple Hills,2020-05-16
20754,10,2020-04-14,Dunkirk,2020-04-14
20754,10,2020-04-15,Dunkirk,2020-04-15
20754,10,2020-04-16,Dunkirk,2020-04-16
20754,10,2020-04-17,Dunkirk,2020-04-17
20754,10,2020-04-18,Dunkirk,2020-04-18
20754,10,2020-04-19,Dunkirk,2020-04-19
20754,10,2020-04-20,Dunkirk,2020-04-20
20754,10,2020-04-21,Dunkirk,2020-04-21
20754,10,2020-04-22,Dunkirk,2020-04-22
20754,10,2020-04-23,Dunkirk,2020-04-23
20754,10,2020-04-24,Dunkirk,2020-04-24
20754,12,2020-04-25,Dunkirk,2020-04-25
20754,13,2020-04-26,Dunkirk,2020-04-26
20754,13,2020-04-27,Dunkirk,2020-04-27
20754,13,2020-04-28,Dunkirk,2020-04-28
20754,13,2020-04-29,Dunkirk,2020-04-29
20754,14,2020-04-30,Dunkirk,2020-04-30
20754,14,2020-05-01,Dunkirk,2020-05-01
20754,14,2020-05-02,Dunkirk,2020-05-02
20754,14,2020-05-03,Dunkirk,2020-05-03
20754,15,2020-05-04,Dunkirk,2020-05-04
20754,15,2020-05-05,Dunkirk,2020-05-05
20754,15,2020-05-06,Dunkirk,2020-05-06
20754,16,2020-05-07,Dunkirk,2020-05-07
20754,16,2020-05-08,Dunkirk,2020-05-08
20754,16,2020-05-09,Dunkirk,2020-05-09
20754,16,2020-05-10,Dunkirk,2020-05-10
20754,16,2020-05-11,Dunkirk,2020-05-11
20754,16,2020-05-12,Dunkirk,2020-05-12
20754,16,2020-05-13,Dunkirk,2020-05-13
20754,16,2020-05-14,Dunkirk,2020-05-14
20754,16,2020-05-15,Dunkirk,2020-05-15
20754,16,2020-05-16,Dunkirk,2020-05-16
20755,8,2020-04-22,Fort George G Meade,2020-04-22
20755,9,2020-04-23,Fort George G Meade,2020-04-23
20755,9,2020-04-24,Fort George G Meade,2020-04-24
20755,9,2020-04-25,Fort George G Meade,2020-04-25
20755,10,2020-04-26,Fort George G Meade,2020-04-26
20755,10,2020-04-27,Fort George G Meade,2020-04-27
20755,10,2020-04-28,Fort George G Meade,2020-04-28
20755,10,2020-04-29,Fort George G Meade,2020-04-29
20755,10,2020-04-30,Fort George G Meade,2020-04-30
20755,10,2020-05-01,Fort George G Meade,2020-05-01
20755,10,2020-05-02,Fort George G Meade,2020-05-02
20755,10,2020-05-03,Fort George G Meade,2020-05-03
20755,10,2020-05-04,Fort George G Meade,2020-05-04
20755,10,2020-05-05,Fort George G Meade,2020-05-05
20755,10,2020-05-06,Fort George G Meade,2020-05-06
20755,10,2020-05-07,Fort George G Meade,2020-05-07
20755,10,2020-05-08,Fort George G Meade,2020-05-08
20755,10,2020-05-09,Fort George G Meade,2020-05-09
20755,10,2020-05-10,Fort George G Meade,2020-05-10
20755,10,2020-05-11,Fort George G Meade,2020-05-11
20755,10,2020-05-12,Fort George G Meade,2020-05-12
20755,10,2020-05-13,Fort George G Meade,2020-05-13
20755,10,2020-05-14,Fort George G Meade,2020-05-14
20755,10,2020-05-15,Fort George G Meade,2020-05-15
20755,10,2020-05-16,Fort George G Meade,2020-05-16
20763,9,2020-05-02,Savage,2020-05-02
20763,12,2020-05-03,Savage,2020-05-03
20763,12,2020-05-04,Savage,2020-05-04
20763,12,2020-05-05,Savage,2020-05-05
20763,12,2020-05-06,Savage,2020-05-06
20763,12,2020-05-07,Savage,2020-05-07
20763,14,2020-05-08,Savage,2020-05-08
20763,14,2020-05-09,Savage,2020-05-09
20763,15,2020-05-10,Savage,2020-05-10
20763,16,2020-05-11,Savage,2020-05-11
20763,16,2020-05-12,Savage,2020-05-12
20763,17,2020-05-13,Savage,2020-05-13
20763,17,2020-05-14,Savage,2020-05-14
20763,18,2020-05-15,Savage,2020-05-15
20763,19,2020-05-16,Savage,2020-05-16
20764,9,2020-04-16,Shady Side,2020-04-16
20764,10,2020-04-17,Shady Side,2020-04-17
20764,10,2020-04-18,Shady Side,2020-04-18
20764,13,2020-04-19,Shady Side,2020-04-19
20764,12,2020-04-20,Shady Side,2020-04-20
20764,12,2020-04-21,Shady Side,2020-04-21
20764,12,2020-04-22,Shady Side,2020-04-22
20764,12,2020-04-23,Shady Side,2020-04-23
20764,13,2020-04-24,Shady Side,2020-04-24
20764,13,2020-04-25,Shady Side,2020-04-25
20764,14,2020-04-26,Shady Side,2020-04-26
20764,14,2020-04-27,Shady Side,2020-04-27
20764,14,2020-04-28,Shady Side,2020-04-28
20764,15,2020-04-29,Shady Side,2020-04-29
20764,15,2020-04-30,Shady Side,2020-04-30
20764,16,2020-05-01,Shady Side,2020-05-01
20764,16,2020-05-02,Shady Side,2020-05-02
20764,16,2020-05-03,Shady Side,2020-05-03
20764,16,2020-05-04,Shady Side,2020-05-04
20764,16,2020-05-05,Shady Side,2020-05-05
20764,16,2020-05-06,Shady Side,2020-05-06
20764,18,2020-05-07,Shady Side,2020-05-07
20764,18,2020-05-08,Shady Side,2020-05-08
20764,18,2020-05-09,Shady Side,2020-05-09
20764,18,2020-05-10,Shady Side,2020-05-10
20764,18,2020-05-11,Shady Side,2020-05-11
20764,18,2020-05-12,Shady Side,2020-05-12
20764,18,2020-05-13,Shady Side,2020-05-13
20764,18,2020-05-14,Shady Side,2020-05-14
20764,18,2020-05-15,Shady Side,2020-05-15
20764,19,2020-05-16,Shady Side,2020-05-16
20769,22,2020-04-14,Glenn Dale,2020-04-14
20769,25,2020-04-15,Glenn Dale,2020-04-15
20769,27,2020-04-16,Glenn Dale,2020-04-16
20769,30,2020-04-17,Glenn Dale,2020-04-17
20769,31,2020-04-18,Glenn Dale,2020-04-18
20769,33,2020-04-19,Glenn Dale,2020-04-19
20769,37,2020-04-20,Glenn Dale,2020-04-20
20769,39,2020-04-21,Glenn Dale,2020-04-21
20769,40,2020-04-22,Glenn Dale,2020-04-22
20769,41,2020-04-23,Glenn Dale,2020-04-23
20769,41,2020-04-24,Glenn Dale,2020-04-24
20769,44,2020-04-25,Glenn Dale,2020-04-25
20769,45,2020-04-26,Glenn Dale,2020-04-26
20769,46,2020-04-27,Glenn Dale,2020-04-27
20769,47,2020-04-28,Glenn Dale,2020-04-28
20769,53,2020-04-29,Glenn Dale,2020-04-29
20769,57,2020-04-30,Glenn Dale,2020-04-30
20769,60,2020-05-01,Glenn Dale,2020-05-01
20769,66,2020-05-02,Glenn Dale,2020-05-02
20769,67,2020-05-03,Glenn Dale,2020-05-03
20769,70,2020-05-04,Glenn Dale,2020-05-04
20769,74,2020-05-05,Glenn Dale,2020-05-05
20769,76,2020-05-06,Glenn Dale,2020-05-06
20769,78,2020-05-07,Glenn Dale,2020-05-07
20769,81,2020-05-08,Glenn Dale,2020-05-08
20769,84,2020-05-09,Glenn Dale,2020-05-09
20769,84,2020-05-10,Glenn Dale,2020-05-10
20769,84,2020-05-11,Glenn Dale,2020-05-11
20769,84,2020-05-12,Glenn Dale,2020-05-12
20769,84,2020-05-13,Glenn Dale,2020-05-13
20769,85,2020-05-14,Glenn Dale,2020-05-14
20769,85,2020-05-15,Glenn Dale,2020-05-15
20769,85,2020-05-16,Glenn Dale,2020-05-16
20770,52,2020-04-14,Greenbelt,2020-04-14
20770,56,2020-04-15,Greenbelt,2020-04-15
20770,61,2020-04-16,Greenbelt,2020-04-16
20770,68,2020-04-17,Greenbelt,2020-04-17
20770,72,2020-04-18,Greenbelt,2020-04-18
20770,79,2020-04-19,Greenbelt,2020-04-19
20770,82,2020-04-20,Greenbelt,2020-04-20
20770,84,2020-04-21,Greenbelt,2020-04-21
20770,92,2020-04-22,Greenbelt,2020-04-22
20770,104,2020-04-23,Greenbelt,2020-04-23
20770,113,2020-04-24,Greenbelt,2020-04-24
20770,131,2020-04-25,Greenbelt,2020-04-25
20770,135,2020-04-26,Greenbelt,2020-04-26
20770,142,2020-04-27,Greenbelt,2020-04-27
20770,153,2020-04-28,Greenbelt,2020-04-28
20770,157,2020-04-29,Greenbelt,2020-04-29
20770,162,2020-04-30,Greenbelt,2020-04-30
20770,175,2020-05-01,Greenbelt,2020-05-01
20770,183,2020-05-02,Greenbelt,2020-05-02
20770,186,2020-05-03,Greenbelt,2020-05-03
20770,189,2020-05-04,Greenbelt,2020-05-04
20770,191,2020-05-05,Greenbelt,2020-05-05
20770,193,2020-05-06,Greenbelt,2020-05-06
20770,196,2020-05-07,Greenbelt,2020-05-07
20770,208,2020-05-08,Greenbelt,2020-05-08
20770,214,2020-05-09,Greenbelt,2020-05-09
20770,216,2020-05-10,Greenbelt,2020-05-10
20770,222,2020-05-11,Greenbelt,2020-05-11
20770,224,2020-05-12,Greenbelt,2020-05-12
20770,228,2020-05-13,Greenbelt,2020-05-13
20770,230,2020-05-14,Greenbelt,2020-05-14
20770,232,2020-05-15,Greenbelt,2020-05-15
20770,238,2020-05-16,Greenbelt,2020-05-16
20772,115,2020-04-12,Upper Marlboro,2020-04-12
20772,132,2020-04-14,Upper Marlboro,2020-04-14
20772,137,2020-04-15,Upper Marlboro,2020-04-15
20772,147,2020-04-16,Upper Marlboro,2020-04-16
20772,155,2020-04-17,Upper Marlboro,2020-04-17
20772,163,2020-04-18,Upper Marlboro,2020-04-18
20772,169,2020-04-19,Upper Marlboro,2020-04-19
20772,177,2020-04-20,Upper Marlboro,2020-04-20
20772,182,2020-04-21,Upper Marlboro,2020-04-21
20772,184,2020-04-22,Upper Marlboro,2020-04-22
20772,194,2020-04-23,Upper Marlboro,2020-04-23
20772,199,2020-04-24,Upper Marlboro,2020-04-24
20772,214,2020-04-25,Upper Marlboro,2020-04-25
20772,223,2020-04-26,Upper Marlboro,2020-04-26
20772,229,2020-04-27,Upper Marlboro,2020-04-27
20772,235,2020-04-28,Upper Marlboro,2020-04-28
20772,245,2020-04-29,Upper Marlboro,2020-04-29
20772,252,2020-04-30,Upper Marlboro,2020-04-30
20772,276,2020-05-01,Upper Marlboro,2020-05-01
20772,280,2020-05-02,Upper Marlboro,2020-05-02
20772,284,2020-05-03,Upper Marlboro,2020-05-03
20772,287,2020-05-04,Upper Marlboro,2020-05-04
20772,293,2020-05-05,Upper Marlboro,2020-05-05
20772,300,2020-05-06,Upper Marlboro,2020-05-06
20772,306,2020-05-07,Upper Marlboro,2020-05-07
20772,325,2020-05-08,Upper Marlboro,2020-05-08
20772,327,2020-05-09,Upper Marlboro,2020-05-09
20772,332,2020-05-10,Upper Marlboro,2020-05-10
20772,336,2020-05-11,Upper Marlboro,2020-05-11
20772,339,2020-05-12,Upper Marlboro,2020-05-12
20772,345,2020-05-13,Upper Marlboro,2020-05-13
20772,354,2020-05-14,Upper Marlboro,2020-05-14
20772,357,2020-05-15,Upper Marlboro,2020-05-15
20772,362,2020-05-16,Upper Marlboro,2020-05-16
20774,113,2020-04-12,Upper Marlboro,2020-04-12
20774,124,2020-04-14,Upper Marlboro,2020-04-14
20774,131,2020-04-15,Upper Marlboro,2020-04-15
20774,141,2020-04-16,Upper Marlboro,2020-04-16
20774,148,2020-04-17,Upper Marlboro,2020-04-17
20774,153,2020-04-18,Upper Marlboro,2020-04-18
20774,164,2020-04-19,Upper Marlboro,2020-04-19
20774,166,2020-04-20,Upper Marlboro,2020-04-20
20774,168,2020-04-21,Upper Marlboro,2020-04-21
20774,173,2020-04-22,Upper Marlboro,2020-04-22
20774,183,2020-04-23,Upper Marlboro,2020-04-23
20774,193,2020-04-24,Upper Marlboro,2020-04-24
20774,215,2020-04-25,Upper Marlboro,2020-04-25
20774,221,2020-04-26,Upper Marlboro,2020-04-26
20774,229,2020-04-27,Upper Marlboro,2020-04-27
20774,234,2020-04-28,Upper Marlboro,2020-04-28
20774,245,2020-04-29,Upper Marlboro,2020-04-29
20774,254,2020-04-30,Upper Marlboro,2020-04-30
20774,273,2020-05-01,Upper Marlboro,2020-05-01
20774,283,2020-05-02,Upper Marlboro,2020-05-02
20774,297,2020-05-03,Upper Marlboro,2020-05-03
20774,302,2020-05-04,Upper Marlboro,2020-05-04
20774,309,2020-05-05,Upper Marlboro,2020-05-05
20774,314,2020-05-06,Upper Marlboro,2020-05-06
20774,314,2020-05-07,Upper Marlboro,2020-05-07
20774,327,2020-05-08,Upper Marlboro,2020-05-08
20774,332,2020-05-09,Upper Marlboro,2020-05-09
20774,333,2020-05-10,Upper Marlboro,2020-05-10
20774,337,2020-05-11,Upper Marlboro,2020-05-11
20774,338,2020-05-12,Upper Marlboro,2020-05-12
20774,340,2020-05-13,Upper Marlboro,2020-05-13
20774,347,2020-05-14,Upper Marlboro,2020-05-14
20774,353,2020-05-15,Upper Marlboro,2020-05-15
20774,353,2020-05-16,Upper Marlboro,2020-05-16
20776,9,2020-05-16,Harwood,2020-05-16
20781,31,2020-04-14,Hyattsville,2020-04-14
20781,32,2020-04-15,Hyattsville,2020-04-15
20781,37,2020-04-16,Hyattsville,2020-04-16
20781,43,2020-04-17,Hyattsville,2020-04-17
20781,49,2020-04-18,Hyattsville,2020-04-18
20781,53,2020-04-19,Hyattsville,2020-04-19
20781,58,2020-04-20,Hyattsville,2020-04-20
20781,61,2020-04-21,Hyattsville,2020-04-21
20781,63,2020-04-22,Hyattsville,2020-04-22
20781,70,2020-04-23,Hyattsville,2020-04-23
20781,71,2020-04-24,Hyattsville,2020-04-24
20781,77,2020-04-25,Hyattsville,2020-04-25
20781,79,2020-04-26,Hyattsville,2020-04-26
20781,87,2020-04-27,Hyattsville,2020-04-27
20781,91,2020-04-28,Hyattsville,2020-04-28
20781,94,2020-04-29,Hyattsville,2020-04-29
20781,98,2020-04-30,Hyattsville,2020-04-30
20781,111,2020-05-01,Hyattsville,2020-05-01
20781,117,2020-05-02,Hyattsville,2020-05-02
20781,119,2020-05-03,Hyattsville,2020-05-03
20781,124,2020-05-04,Hyattsville,2020-05-04
20781,135,2020-05-05,Hyattsville,2020-05-05
20781,140,2020-05-06,Hyattsville,2020-05-06
20781,148,2020-05-07,Hyattsville,2020-05-07
20781,161,2020-05-08,Hyattsville,2020-05-08
20781,162,2020-05-09,Hyattsville,2020-05-09
20781,166,2020-05-10,Hyattsville,2020-05-10
20781,170,2020-05-11,Hyattsville,2020-05-11
20781,174,2020-05-12,Hyattsville,2020-05-12
20781,176,2020-05-13,Hyattsville,2020-05-13
20781,182,2020-05-14,Hyattsville,2020-05-14
20781,186,2020-05-15,Hyattsville,2020-05-15
20781,193,2020-05-16,Hyattsville,2020-05-16
20782,86,2020-04-14,Hyattsville,2020-04-14
20782,93,2020-04-15,Hyattsville,2020-04-15
20782,98,2020-04-16,Hyattsville,2020-04-16
20782,104,2020-04-17,Hyattsville,2020-04-17
20782,118,2020-04-18,Hyattsville,2020-04-18
20782,135,2020-04-19,Hyattsville,2020-04-19
20782,147,2020-04-20,Hyattsville,2020-04-20
20782,152,2020-04-21,Hyattsville,2020-04-21
20782,159,2020-04-22,Hyattsville,2020-04-22
20782,179,2020-04-23,Hyattsville,2020-04-23
20782,190,2020-04-24,Hyattsville,2020-04-24
20782,217,2020-04-25,Hyattsville,2020-04-25
20782,225,2020-04-26,Hyattsville,2020-04-26
20782,240,2020-04-27,Hyattsville,2020-04-27
20782,249,2020-04-28,Hyattsville,2020-04-28
20782,280,2020-04-29,Hyattsville,2020-04-29
20782,300,2020-04-30,Hyattsville,2020-04-30
20782,345,2020-05-01,Hyattsville,2020-05-01
20782,367,2020-05-02,Hyattsville,2020-05-02
20782,381,2020-05-03,Hyattsville,2020-05-03
20782,397,2020-05-04,Hyattsville,2020-05-04
20782,416,2020-05-05,Hyattsville,2020-05-05
20782,435,2020-05-06,Hyattsville,2020-05-06
20782,447,2020-05-07,Hyattsville,2020-05-07
20782,469,2020-05-08,Hyattsville,2020-05-08
20782,488,2020-05-09,Hyattsville,2020-05-09
20782,508,2020-05-10,Hyattsville,2020-05-10
20782,520,2020-05-11,Hyattsville,2020-05-11
20782,528,2020-05-12,Hyattsville,2020-05-12
20782,537,2020-05-13,Hyattsville,2020-05-13
20782,564,2020-05-14,Hyattsville,2020-05-14
20782,587,2020-05-15,Hyattsville,2020-05-15
20782,597,2020-05-16,Hyattsville,2020-05-16
20783,97,2020-04-12,Hyattsville,2020-04-12
20783,111,2020-04-14,Hyattsville,2020-04-14
20783,127,2020-04-15,Hyattsville,2020-04-15
20783,154,2020-04-16,Hyattsville,2020-04-16
20783,183,2020-04-17,Hyattsville,2020-04-17
20783,202,2020-04-18,Hyattsville,2020-04-18
20783,208,2020-04-19,Hyattsville,2020-04-19
20783,237,2020-04-20,Hyattsville,2020-04-20
20783,258,2020-04-21,Hyattsville,2020-04-21
20783,278,2020-04-22,Hyattsville,2020-04-22
20783,309,2020-04-23,Hyattsville,2020-04-23
20783,350,2020-04-24,Hyattsville,2020-04-24
20783,417,2020-04-25,Hyattsville,2020-04-25
20783,447,2020-04-26,Hyattsville,2020-04-26
20783,505,2020-04-27,Hyattsville,2020-04-27
20783,537,2020-04-28,Hyattsville,2020-04-28
20783,563,2020-04-29,Hyattsville,2020-04-29
20783,602,2020-04-30,Hyattsville,2020-04-30
20783,735,2020-05-01,Hyattsville,2020-05-01
20783,773,2020-05-02,Hyattsville,2020-05-02
20783,817,2020-05-03,Hyattsville,2020-05-03
20783,859,2020-05-04,Hyattsville,2020-05-04
20783,890,2020-05-05,Hyattsville,2020-05-05
20783,944,2020-05-06,Hyattsville,2020-05-06
20783,971,2020-05-07,Hyattsville,2020-05-07
20783,1057,2020-05-08,Hyattsville,2020-05-08
20783,1104,2020-05-09,Hyattsville,2020-05-09
20783,1147,2020-05-10,Hyattsville,2020-05-10
20783,1170,2020-05-11,Hyattsville,2020-05-11
20783,1220,2020-05-12,Hyattsville,2020-05-12
20783,1242,2020-05-13,Hyattsville,2020-05-13
20783,1294,2020-05-14,Hyattsville,2020-05-14
20783,1333,2020-05-15,Hyattsville,2020-05-15
20783,1373,2020-05-16,Hyattsville,2020-05-16
20784,98,2020-04-14,Hyattsville,2020-04-14
20784,102,2020-04-15,Hyattsville,2020-04-15
20784,121,2020-04-16,Hyattsville,2020-04-16
20784,135,2020-04-17,Hyattsville,2020-04-17
20784,148,2020-04-18,Hyattsville,2020-04-18
20784,157,2020-04-19,Hyattsville,2020-04-19
20784,179,2020-04-20,Hyattsville,2020-04-20
20784,186,2020-04-21,Hyattsville,2020-04-21
20784,194,2020-04-22,Hyattsville,2020-04-22
20784,216,2020-04-23,Hyattsville,2020-04-23
20784,231,2020-04-24,Hyattsville,2020-04-24
20784,261,2020-04-25,Hyattsville,2020-04-25
20784,271,2020-04-26,Hyattsville,2020-04-26
20784,286,2020-04-27,Hyattsville,2020-04-27
20784,296,2020-04-28,Hyattsville,2020-04-28
20784,313,2020-04-29,Hyattsville,2020-04-29
20784,330,2020-04-30,Hyattsville,2020-04-30
20784,370,2020-05-01,Hyattsville,2020-05-01
20784,391,2020-05-02,Hyattsville,2020-05-02
20784,409,2020-05-03,Hyattsville,2020-05-03
20784,425,2020-05-04,Hyattsville,2020-05-04
20784,444,2020-05-05,Hyattsville,2020-05-05
20784,468,2020-05-06,Hyattsville,2020-05-06
20784,474,2020-05-07,Hyattsville,2020-05-07
20784,509,2020-05-08,Hyattsville,2020-05-08
20784,524,2020-05-09,Hyattsville,2020-05-09
20784,545,2020-05-10,Hyattsville,2020-05-10
20784,549,2020-05-11,Hyattsville,2020-05-11
20784,563,2020-05-12,Hyattsville,2020-05-12
20784,575,2020-05-13,Hyattsville,2020-05-13
20784,595,2020-05-14,Hyattsville,2020-05-14
20784,616,2020-05-15,Hyattsville,2020-05-15
20784,638,2020-05-16,Hyattsville,2020-05-16
20785,98,2020-04-12,Hyattsville,2020-04-12
20785,112,2020-04-14,Hyattsville,2020-04-14
