Zip,Cases,Date,City,formatted_date
20601,41,2020-04-14,Waldorf,2020-04-14
20601,43,2020-04-15,Waldorf,2020-04-15
20601,46,2020-04-17,Waldorf,2020-04-17
20601,47,2020-04-18,Waldorf,2020-04-18
20601,50,2020-04-19,Waldorf,2020-04-19
20601,52,2020-04-20,Waldorf,2020-04-20
20601,54,2020-04-21,Waldorf,2020-04-21
20601,55,2020-04-22,Waldorf,2020-04-22
20601,57,2020-04-23,Waldorf,2020-04-23
20601,59,2020-04-24,Waldorf,2020-04-24
20601,67,2020-04-25,Waldorf,2020-04-25
20601,71,2020-04-26,Waldorf,2020-04-26
20601,75,2020-04-27,Waldorf,2020-04-27
20601,75,2020-04-28,Waldorf,2020-04-28
20601,79,2020-04-29,Waldorf,2020-04-29
20601,80,2020-04-30,Waldorf,2020-04-30
20601,93,2020-05-01,Waldorf,2020-05-01
20601,96,2020-05-02,Waldorf,2020-05-02
20601,97,2020-05-03,Waldorf,2020-05-03
20601,98,2020-05-04,Waldorf,2020-05-04
20601,100,2020-05-05,Waldorf,2020-05-05
20601,102,2020-05-06,Waldorf,2020-05-06
20601,104,2020-05-07,Waldorf,2020-05-07
20601,112,2020-05-08,Waldorf,2020-05-08
20601,117,2020-05-09,Waldorf,2020-05-09
20601,121,2020-05-10,Waldorf,2020-05-10
20601,122,2020-05-11,Waldorf,2020-05-11
20601,124,2020-05-12,Waldorf,2020-05-12
20601,128,2020-05-13,Waldorf,2020-05-13
20601,135,2020-05-14,Waldorf,2020-05-14
20601,139,2020-05-15,Waldorf,2020-05-15
20601,141,2020-05-16,Waldorf,2020-05-16
20602,51,2020-04-14,Waldorf,2020-04-14
20602,57,2020-04-15,Waldorf,2020-04-15
20602,61,2020-04-17,Waldorf,2020-04-17
20602,64,2020-04-18,Waldorf,2020-04-18
20602,68,2020-04-19,Waldorf,2020-04-19
20602,71,2020-04-20,Waldorf,2020-04-20
20602,73,2020-04-21,Waldorf,2020-04-21
20602,76,2020-04-22,Waldorf,2020-04-22
20602,81,2020-04-23,Waldorf,2020-04-23
20602,82,2020-04-24,Waldorf,2020-04-24
20602,87,2020-04-25,Waldorf,2020-04-25
20602,89,2020-04-26,Waldorf,2020-04-26
20602,91,2020-04-27,Waldorf,2020-04-27
20602,93,2020-04-28,Waldorf,2020-04-28
20602,95,2020-04-29,Waldorf,2020-04-29
20602,99,2020-04-30,Waldorf,2020-04-30
20602,110,2020-05-01,Waldorf,2020-05-01
20602,112,2020-05-02,Waldorf,2020-05-02
20602,113,2020-05-03,Waldorf,2020-05-03
20602,115,2020-05-04,Waldorf,2020-05-04
20602,115,2020-05-05,Waldorf,2020-05-05
20602,118,2020-05-06,Waldorf,2020-05-06
20602,120,2020-05-07,Waldorf,2020-05-07
20602,129,2020-05-08,Waldorf,2020-05-08
20602,132,2020-05-09,Waldorf,2020-05-09
20602,136,2020-05-10,Waldorf,2020-05-10
20602,138,2020-05-11,Waldorf,2020-05-11
20602,139,2020-05-12,Waldorf,2020-05-12
20602,140,2020-05-13,Waldorf,2020-05-13
20602,142,2020-05-14,Waldorf,2020-05-14
20602,153,2020-05-15,Waldorf,2020-05-15
20602,157,2020-05-16,Waldorf,2020-05-16
20603,75,2020-04-14,Waldorf,2020-04-14
20603,79,2020-04-15,Waldorf,2020-04-15
20603,86,2020-04-17,Waldorf,2020-04-17
20603,88,2020-04-18,Waldorf,2020-04-18
20603,95,2020-04-19,Waldorf,2020-04-19
20603,99,2020-04-20,Waldorf,2020-04-20
20603,100,2020-04-21,Waldorf,2020-04-21
20603,116,2020-04-22,Waldorf,2020-04-22
20603,118,2020-04-23,Waldorf,2020-04-23
20603,120,2020-04-24,Waldorf,2020-04-24
20603,132,2020-04-25,Waldorf,2020-04-25
20603,139,2020-04-26,Waldorf,2020-04-26
20603,143,2020-04-27,Waldorf,2020-04-27
20603,144,2020-04-28,Waldorf,2020-04-28
20603,147,2020-04-29,Waldorf,2020-04-29
20603,150,2020-04-30,Waldorf,2020-04-30
20603,160,2020-05-01,Waldorf,2020-05-01
20603,161,2020-05-02,Waldorf,2020-05-02
20603,161,2020-05-03,Waldorf,2020-05-03
20603,164,2020-05-04,Waldorf,2020-05-04
20603,166,2020-05-05,Waldorf,2020-05-05
20603,172,2020-05-06,Waldorf,2020-05-06
20603,180,2020-05-07,Waldorf,2020-05-07
20603,185,2020-05-08,Waldorf,2020-05-08
20603,188,2020-05-09,Waldorf,2020-05-09
20603,194,2020-05-10,Waldorf,2020-05-10
20603,194,2020-05-11,Waldorf,2020-05-11
20603,194,2020-05-12,Waldorf,2020-05-12
20603,195,2020-05-13,Waldorf,2020-05-13
20603,199,2020-05-14,Waldorf,2020-05-14
20603,205,2020-05-15,Waldorf,2020-05-15
20603,209,2020-05-16,Waldorf,2020-05-16
20607,23,2020-04-14,Accokeek,2020-04-14
20607,25,2020-04-15,Accokeek,2020-04-15
20607,27,2020-04-17,Accokeek,2020-04-17
20607,28,2020-04-18,Accokeek,2020-04-18
20607,28,2020-04-19,Accokeek,2020-04-19
20607,31,2020-04-20,Accokeek,2020-04-20
20607,32,2020-04-21,Accokeek,2020-04-21
20607,33,2020-04-22,Accokeek,2020-04-22
20607,33,2020-04-23,Accokeek,2020-04-23
20607,35,2020-04-24,Accokeek,2020-04-24
20607,37,2020-04-25,Accokeek,2020-04-25
20607,37,2020-04-26,Accokeek,2020-04-26
20607,37,2020-04-27,Accokeek,2020-04-27
20607,37,2020-04-28,Accokeek,2020-04-28
20607,39,2020-04-29,Accokeek,2020-04-29
20607,43,2020-04-30,Accokeek,2020-04-30
20607,51,2020-05-01,Accokeek,2020-05-01
20607,54,2020-05-02,Accokeek,2020-05-02
20607,55,2020-05-03,Accokeek,2020-05-03
20607,59,2020-05-04,Accokeek,2020-05-04
20607,60,2020-05-05,Accokeek,2020-05-05
20607,66,2020-05-06,Accokeek,2020-05-06
20607,67,2020-05-07,Accokeek,2020-05-07
20607,71,2020-05-08,Accokeek,2020-05-08
20607,72,2020-05-09,Accokeek,2020-05-09
20607,72,2020-05-10,Accokeek,2020-05-10
20607,72,2020-05-11,Accokeek,2020-05-11
20607,73,2020-05-12,Accokeek,2020-05-12
20607,74,2020-05-13,Accokeek,2020-05-13
20607,76,2020-05-14,Accokeek,2020-05-14
20607,76,2020-05-15,Accokeek,2020-05-15
20607,76,2020-05-16,Accokeek,2020-05-16
20613,43,2020-04-14,Brandywine,2020-04-14
20613,43,2020-04-15,Brandywine,2020-04-15
20613,45,2020-04-17,Brandywine,2020-04-17
20613,46,2020-04-18,Brandywine,2020-04-18
20613,47,2020-04-19,Brandywine,2020-04-19
20613,47,2020-04-20,Brandywine,2020-04-20
20613,48,2020-04-21,Brandywine,2020-04-21
20613,48,2020-04-22,Brandywine,2020-04-22
20613,52,2020-04-23,Brandywine,2020-04-23
20613,55,2020-04-24,Brandywine,2020-04-24
20613,56,2020-04-25,Brandywine,2020-04-25
20613,58,2020-04-26,Brandywine,2020-04-26
20613,58,2020-04-27,Brandywine,2020-04-27
20613,58,2020-04-28,Brandywine,2020-04-28
20613,60,2020-04-29,Brandywine,2020-04-29
20613,62,2020-04-30,Brandywine,2020-04-30
20613,68,2020-05-01,Brandywine,2020-05-01
20613,70,2020-05-02,Brandywine,2020-05-02
20613,70,2020-05-03,Brandywine,2020-05-03
20613,75,2020-05-04,Brandywine,2020-05-04
20613,77,2020-05-05,Brandywine,2020-05-05
20613,79,2020-05-06,Brandywine,2020-05-06
20613,80,2020-05-07,Brandywine,2020-05-07
20613,89,2020-05-08,Brandywine,2020-05-08
20613,92,2020-05-09,Brandywine,2020-05-09
20613,92,2020-05-10,Brandywine,2020-05-10
20613,92,2020-05-11,Brandywine,2020-05-11
20613,92,2020-05-12,Brandywine,2020-05-12
20613,98,2020-05-13,Brandywine,2020-05-13
20613,101,2020-05-14,Brandywine,2020-05-14
20613,105,2020-05-15,Brandywine,2020-05-15
20613,105,2020-05-16,Brandywine,2020-05-16
20616,9,2020-04-22,Bryans Road,2020-04-22
20616,10,2020-04-23,Bryans Road,2020-04-23
20616,11,2020-04-24,Bryans Road,2020-04-24
20616,14,2020-04-25,Bryans Road,2020-04-25
20616,14,2020-04-26,Bryans Road,2020-04-26
20616,15,2020-04-27,Bryans Road,2020-04-27
20616,15,2020-04-28,Bryans Road,2020-04-28
20616,16,2020-04-29,Bryans Road,2020-04-29
20616,16,2020-04-30,Bryans Road,2020-04-30
20616,18,2020-05-01,Bryans Road,2020-05-01
20616,19,2020-05-02,Bryans Road,2020-05-02
20616,20,2020-05-03,Bryans Road,2020-05-03
20616,20,2020-05-04,Bryans Road,2020-05-04
20616,22,2020-05-05,Bryans Road,2020-05-05
20616,23,2020-05-06,Bryans Road,2020-05-06
20616,24,2020-05-07,Bryans Road,2020-05-07
20616,25,2020-05-08,Bryans Road,2020-05-08
20616,25,2020-05-09,Bryans Road,2020-05-09
20616,25,2020-05-10,Bryans Road,2020-05-10
20616,25,2020-05-11,Bryans Road,2020-05-11
20616,25,2020-05-12,Bryans Road,2020-05-12
20616,26,2020-05-13,Bryans Road,2020-05-13
20616,27,2020-05-14,Bryans Road,2020-05-14
20616,28,2020-05-15,Bryans Road,2020-05-15
20616,28,2020-05-16,Bryans Road,2020-05-16
20619,9,2020-05-01,California,2020-05-01
20619,9,2020-05-02,California,2020-05-02
20619,9,2020-05-03,California,2020-05-03
20619,9,2020-05-04,California,2020-05-04
20619,9,2020-05-05,California,2020-05-05
20619,11,2020-05-06,California,2020-05-06
20619,11,2020-05-07,California,2020-05-07
20619,11,2020-05-08,California,2020-05-08
20619,12,2020-05-09,California,2020-05-09
20619,12,2020-05-10,California,2020-05-10
20619,12,2020-05-11,California,2020-05-11
20619,13,2020-05-12,California,2020-05-12
20619,13,2020-05-13,California,2020-05-13
20619,13,2020-05-14,California,2020-05-14
20619,13,2020-05-15,California,2020-05-15
20619,13,2020-05-16,California,2020-05-16
20622,9,2020-04-14,Charlotte Hall,2020-04-14
20622,9,2020-04-15,Charlotte Hall,2020-04-15
20622,9,2020-04-17,Charlotte Hall,2020-04-17
20622,9,2020-04-18,Charlotte Hall,2020-04-18
20622,10,2020-04-19,Charlotte Hall,2020-04-19
20622,10,2020-04-20,Charlotte Hall,2020-04-20
20622,10,2020-04-21,Charlotte Hall,2020-04-21
20622,10,2020-04-22,Charlotte Hall,2020-04-22
20622,10,2020-04-23,Charlotte Hall,2020-04-23
20622,12,2020-04-24,Charlotte Hall,2020-04-24
20622,13,2020-04-25,Charlotte Hall,2020-04-25
20622,14,2020-04-26,Charlotte Hall,2020-04-26
20622,16,2020-04-27,Charlotte Hall,2020-04-27
20622,17,2020-04-28,Charlotte Hall,2020-04-28
20622,17,2020-04-29,Charlotte Hall,2020-04-29
20622,18,2020-04-30,Charlotte Hall,2020-04-30
20622,19,2020-05-01,Charlotte Hall,2020-05-01
20622,20,2020-05-02,Charlotte Hall,2020-05-02
20622,21,2020-05-03,Charlotte Hall,2020-05-03
20622,21,2020-05-04,Charlotte Hall,2020-05-04
20622,22,2020-05-05,Charlotte Hall,2020-05-05
20622,31,2020-05-06,Charlotte Hall,2020-05-06
20622,31,2020-05-07,Charlotte Hall,2020-05-07
20622,36,2020-05-08,Charlotte Hall,2020-05-08
20622,56,2020-05-09,Charlotte Hall,2020-05-09
20622,57,2020-05-10,Charlotte Hall,2020-05-10
20622,57,2020-05-11,Charlotte Hall,2020-05-11
20622,57,2020-05-12,Charlotte Hall,2020-05-12
20622,57,2020-05-13,Charlotte Hall,2020-05-13
20622,73,2020-05-14,Charlotte Hall,2020-05-14
20622,93,2020-05-15,Charlotte Hall,2020-05-15
20622,96,2020-05-16,Charlotte Hall,2020-05-16
20623,12,2020-04-14,Cheltenham,2020-04-14
20623,14,2020-04-15,Cheltenham,2020-04-15
20623,14,2020-04-17,Cheltenham,2020-04-17
20623,14,2020-04-18,Cheltenham,2020-04-18
20623,15,2020-04-19,Cheltenham,2020-04-19
20623,15,2020-04-20,Cheltenham,2020-04-20
20623,15,2020-04-21,Cheltenham,2020-04-21
20623,15,2020-04-22,Cheltenham,2020-04-22
20623,16,2020-04-23,Cheltenham,2020-04-23
20623,16,2020-04-24,Cheltenham,2020-04-24
20623,16,2020-04-25,Cheltenham,2020-04-25
20623,16,2020-04-26,Cheltenham,2020-04-26
20623,16,2020-04-27,Cheltenham,2020-04-27
20623,16,2020-04-28,Cheltenham,2020-04-28
20623,16,2020-04-29,Cheltenham,2020-04-29
20623,16,2020-04-30,Cheltenham,2020-04-30
20623,16,2020-05-01,Cheltenham,2020-05-01
20623,16,2020-05-02,Cheltenham,2020-05-02
20623,17,2020-05-03,Cheltenham,2020-05-03
20623,19,2020-05-04,Cheltenham,2020-05-04
20623,19,2020-05-05,Cheltenham,2020-05-05
20623,19,2020-05-06,Cheltenham,2020-05-06
20623,19,2020-05-07,Cheltenham,2020-05-07
20623,19,2020-05-08,Cheltenham,2020-05-08
20623,20,2020-05-09,Cheltenham,2020-05-09
20623,20,2020-05-10,Cheltenham,2020-05-10
20623,20,2020-05-11,Cheltenham,2020-05-11
20623,20,2020-05-12,Cheltenham,2020-05-12
20623,20,2020-05-13,Cheltenham,2020-05-13
20623,22,2020-05-14,Cheltenham,2020-05-14
20623,23,2020-05-15,Cheltenham,2020-05-15
20623,24,2020-05-16,Cheltenham,2020-05-16
20634,8,2020-04-14,Great Mills,2020-04-14
20634,8,2020-04-15,Great Mills,2020-04-15
20634,9,2020-04-17,Great Mills,2020-04-17
20634,9,2020-04-18,Great Mills,2020-04-18
20634,9,2020-04-19,Great Mills,2020-04-19
20634,9,2020-04-20,Great Mills,2020-04-20
20634,9,2020-04-21,Great Mills,2020-04-21
20634,10,2020-04-22,Great Mills,2020-04-22
20634,11,2020-04-23,Great Mills,2020-04-23
20634,11,2020-04-24,Great Mills,2020-04-24
20634,12,2020-04-25,Great Mills,2020-04-25
20634,13,2020-04-26,Great Mills,2020-04-26
20634,15,2020-04-27,Great Mills,2020-04-27
20634,15,2020-04-28,Great Mills,2020-04-28
20634,15,2020-04-29,Great Mills,2020-04-29
20634,15,2020-04-30,Great Mills,2020-04-30
20634,17,2020-05-01,Great Mills,2020-05-01
20634,18,2020-05-02,Great Mills,2020-05-02
20634,18,2020-05-03,Great Mills,2020-05-03
20634,19,2020-05-04,Great Mills,2020-05-04
20634,19,2020-05-05,Great Mills,2020-05-05
20634,19,2020-05-06,Great Mills,2020-05-06
20634,19,2020-05-07,Great Mills,2020-05-07
20634,19,2020-05-08,Great Mills,2020-05-08
20634,19,2020-05-09,Great Mills,2020-05-09
20634,20,2020-05-10,Great Mills,2020-05-10
20634,22,2020-05-11,Great Mills,2020-05-11
20634,22,2020-05-12,Great Mills,2020-05-12
20634,22,2020-05-13,Great Mills,2020-05-13
20634,22,2020-05-14,Great Mills,2020-05-14
20634,22,2020-05-15,Great Mills,2020-05-15
20634,23,2020-05-16,Great Mills,2020-05-16
20636,9,2020-04-25,Hollywood,2020-04-25
20636,9,2020-04-26,Hollywood,2020-04-26
20636,9,2020-04-27,Hollywood,2020-04-27
20636,9,2020-04-28,Hollywood,2020-04-28
20636,9,2020-04-29,Hollywood,2020-04-29
20636,10,2020-04-30,Hollywood,2020-04-30
20636,11,2020-05-01,Hollywood,2020-05-01
20636,11,2020-05-02,Hollywood,2020-05-02
20636,11,2020-05-03,Hollywood,2020-05-03
20636,11,2020-05-04,Hollywood,2020-05-04
20636,11,2020-05-05,Hollywood,2020-05-05
20636,13,2020-05-06,Hollywood,2020-05-06
20636,13,2020-05-07,Hollywood,2020-05-07
20636,14,2020-05-08,Hollywood,2020-05-08
20636,14,2020-05-09,Hollywood,2020-05-09
20636,15,2020-05-10,Hollywood,2020-05-10
20636,15,2020-05-11,Hollywood,2020-05-11
20636,15,2020-05-12,Hollywood,2020-05-12
20636,16,2020-05-13,Hollywood,2020-05-13
20636,16,2020-05-14,Hollywood,2020-05-14
20636,17,2020-05-15,Hollywood,2020-05-15
20636,17,2020-05-16,Hollywood,2020-05-16
20637,10,2020-04-14,Hughesville,2020-04-14
20637,10,2020-04-15,Hughesville,2020-04-15
20637,12,2020-04-17,Hughesville,2020-04-17
20637,12,2020-04-18,Hughesville,2020-04-18
20637,11,2020-04-19,Hughesville,2020-04-19
20637,12,2020-04-20,Hughesville,2020-04-20
20637,12,2020-04-21,Hughesville,2020-04-21
20637,12,2020-04-22,Hughesville,2020-04-22
20637,12,2020-04-23,Hughesville,2020-04-23
20637,13,2020-04-24,Hughesville,2020-04-24
20637,13,2020-04-25,Hughesville,2020-04-25
20637,15,2020-04-26,Hughesville,2020-04-26
20637,15,2020-04-27,Hughesville,2020-04-27
20637,15,2020-04-28,Hughesville,2020-04-28
20637,15,2020-04-29,Hughesville,2020-04-29
20637,15,2020-04-30,Hughesville,2020-04-30
20637,17,2020-05-01,Hughesville,2020-05-01
20637,17,2020-05-02,Hughesville,2020-05-02
20637,17,2020-05-03,Hughesville,2020-05-03
20637,17,2020-05-04,Hughesville,2020-05-04
20637,17,2020-05-05,Hughesville,2020-05-05
20637,18,2020-05-06,Hughesville,2020-05-06
20637,18,2020-05-07,Hughesville,2020-05-07
20637,18,2020-05-08,Hughesville,2020-05-08
20637,18,2020-05-09,Hughesville,2020-05-09
20637,19,2020-05-10,Hughesville,2020-05-10
20637,20,2020-05-11,Hughesville,2020-05-11
20637,20,2020-05-12,Hughesville,2020-05-12
20637,20,2020-05-13,Hughesville,2020-05-13
20637,19,2020-05-14,Hughesville,2020-05-14
20637,19,2020-05-15,Hughesville,2020-05-15
20637,19,2020-05-16,Hughesville,2020-05-16
20639,23,2020-04-14,Huntingtown,2020-04-14
20639,24,2020-04-15,Huntingtown,2020-04-15
20639,25,2020-04-16,Huntingtown,2020-04-16
20639,28,2020-04-17,Huntingtown,2020-04-17
20639,29,2020-04-18,Huntingtown,2020-04-18
20639,31,2020-04-19,Huntingtown,2020-04-19
20639,31,2020-04-20,Huntingtown,2020-04-20
20639,31,2020-04-21,Huntingtown,2020-04-21
20639,31,2020-04-22,Huntingtown,2020-04-22
20639,32,2020-04-23,Huntingtown,2020-04-23
20639,33,2020-04-24,Huntingtown,2020-04-24
20639,35,2020-04-25,Huntingtown,2020-04-25
20639,35,2020-04-26,Huntingtown,2020-04-26
20639,35,2020-04-27,Huntingtown,2020-04-27
20639,35,2020-04-28,Huntingtown,2020-04-28
20639,35,2020-04-29,Huntingtown,2020-04-29
20639,35,2020-04-30,Huntingtown,2020-04-30
20639,38,2020-05-01,Huntingtown,2020-05-01
20639,38,2020-05-02,Huntingtown,2020-05-02
20639,38,2020-05-03,Huntingtown,2020-05-03
20639,38,2020-05-04,Huntingtown,2020-05-04
20639,40,2020-05-05,Huntingtown,2020-05-05
20639,41,2020-05-06,Huntingtown,2020-05-06
20639,41,2020-05-07,Huntingtown,2020-05-07
20639,42,2020-05-08,Huntingtown,2020-05-08
20639,44,2020-05-09,Huntingtown,2020-05-09
20639,44,2020-05-10,Huntingtown,2020-05-10
20639,45,2020-05-11,Huntingtown,2020-05-11
20639,45,2020-05-12,Huntingtown,2020-05-12
20639,45,2020-05-13,Huntingtown,2020-05-13
20639,48,2020-05-14,Huntingtown,2020-05-14
20639,49,2020-05-15,Huntingtown,2020-05-15
20639,52,2020-05-16,Huntingtown,2020-05-16
20640,11,2020-04-14,Indian Head,2020-04-14
20640,11,2020-04-15,Indian Head,2020-04-15
20640,11,2020-04-16,Indian Head,2020-04-16
20640,11,2020-04-17,Indian Head,2020-04-17
20640,11,2020-04-18,Indian Head,2020-04-18
20640,12,2020-04-19,Indian Head,2020-04-19
20640,15,2020-04-20,Indian Head,2020-04-20
20640,15,2020-04-21,Indian Head,2020-04-21
20640,15,2020-04-22,Indian Head,2020-04-22
20640,16,2020-04-23,Indian Head,2020-04-23
20640,20,2020-04-24,Indian Head,2020-04-24
20640,20,2020-04-25,Indian Head,2020-04-25
20640,20,2020-04-26,Indian Head,2020-04-26
20640,20,2020-04-27,Indian Head,2020-04-27
20640,21,2020-04-28,Indian Head,2020-04-28
20640,21,2020-04-29,Indian Head,2020-04-29
20640,22,2020-04-30,Indian Head,2020-04-30
20640,27,2020-05-01,Indian Head,2020-05-01
20640,28,2020-05-02,Indian Head,2020-05-02
20640,28,2020-05-03,Indian Head,2020-05-03
20640,28,2020-05-04,Indian Head,2020-05-04
20640,28,2020-05-05,Indian Head,2020-05-05
20640,29,2020-05-06,Indian Head,2020-05-06
20640,29,2020-05-07,Indian Head,2020-05-07
20640,30,2020-05-08,Indian Head,2020-05-08
20640,30,2020-05-09,Indian Head,2020-05-09
20640,31,2020-05-10,Indian Head,2020-05-10
20640,31,2020-05-11,Indian Head,2020-05-11
20640,31,2020-05-12,Indian Head,2020-05-12
20640,31,2020-05-13,Indian Head,2020-05-13
20640,31,2020-05-14,Indian Head,2020-05-14
20640,33,2020-05-15,Indian Head,2020-05-15
20640,34,2020-05-16,Indian Head,2020-05-16
20646,30,2020-04-14,La Plata,2020-04-14
20646,31,2020-04-15,La Plata,2020-04-15
20646,33,2020-04-16,La Plata,2020-04-16
20646,34,2020-04-17,La Plata,2020-04-17
20646,38,2020-04-18,La Plata,2020-04-18
20646,42,2020-04-19,La Plata,2020-04-19
20646,43,2020-04-20,La Plata,2020-04-20
20646,46,2020-04-21,La Plata,2020-04-21
20646,49,2020-04-22,La Plata,2020-04-22
20646,51,2020-04-23,La Plata,2020-04-23
20646,56,2020-04-24,La Plata,2020-04-24
20646,56,2020-04-25,La Plata,2020-04-25
20646,59,2020-04-26,La Plata,2020-04-26
20646,63,2020-04-27,La Plata,2020-04-27
20646,65,2020-04-28,La Plata,2020-04-28
20646,67,2020-04-29,La Plata,2020-04-29
20646,70,2020-04-30,La Plata,2020-04-30
20646,77,2020-05-01,La Plata,2020-05-01
20646,78,2020-05-02,La Plata,2020-05-02
20646,89,2020-05-03,La Plata,2020-05-03
20646,90,2020-05-04,La Plata,2020-05-04
20646,90,2020-05-05,La Plata,2020-05-05
20646,92,2020-05-06,La Plata,2020-05-06
20646,92,2020-05-07,La Plata,2020-05-07
20646,93,2020-05-08,La Plata,2020-05-08
20646,94,2020-05-09,La Plata,2020-05-09
20646,95,2020-05-10,La Plata,2020-05-10
20646,95,2020-05-11,La Plata,2020-05-11
20646,95,2020-05-12,La Plata,2020-05-12
20646,97,2020-05-13,La Plata,2020-05-13
20646,98,2020-05-14,La Plata,2020-05-14
20646,101,2020-05-15,La Plata,2020-05-15
20646,101,2020-05-16,La Plata,2020-05-16
20650,10,2020-04-14,Leonardtown,2020-04-14
20650,10,2020-04-15,Leonardtown,2020-04-15
20650,10,2020-04-16,Leonardtown,2020-04-16
20650,10,2020-04-17,Leonardtown,2020-04-17
20650,10,2020-04-18,Leonardtown,2020-04-18
20650,10,2020-04-19,Leonardtown,2020-04-19
20650,11,2020-04-20,Leonardtown,2020-04-20
20650,11,2020-04-21,Leonardtown,2020-04-21
20650,11,2020-04-22,Leonardtown,2020-04-22
20650,11,2020-04-23,Leonardtown,2020-04-23
20650,11,2020-04-24,Leonardtown,2020-04-24
20650,11,2020-04-25,Leonardtown,2020-04-25
20650,11,2020-04-26,Leonardtown,2020-04-26
20650,11,2020-04-27,Leonardtown,2020-04-27
20650,11,2020-04-28,Leonardtown,2020-04-28
20650,11,2020-04-29,Leonardtown,2020-04-29
20650,12,2020-04-30,Leonardtown,2020-04-30
20650,12,2020-05-01,Leonardtown,2020-05-01
20650,12,2020-05-02,Leonardtown,2020-05-02
20650,12,2020-05-03,Leonardtown,2020-05-03
20650,12,2020-05-04,Leonardtown,2020-05-04
20650,13,2020-05-05,Leonardtown,2020-05-05
20650,13,2020-05-06,Leonardtown,2020-05-06
20650,13,2020-05-07,Leonardtown,2020-05-07
20650,13,2020-05-08,Leonardtown,2020-05-08
20650,14,2020-05-09,Leonardtown,2020-05-09
20650,16,2020-05-10,Leonardtown,2020-05-10
20650,16,2020-05-11,Leonardtown,2020-05-11
20650,16,2020-05-12,Leonardtown,2020-05-12
20650,18,2020-05-13,Leonardtown,2020-05-13
20650,18,2020-05-14,Leonardtown,2020-05-14
20650,19,2020-05-15,Leonardtown,2020-05-15
20650,20,2020-05-16,Leonardtown,2020-05-16
20653,23,2020-04-14,Lexington Park,2020-04-14
20653,24,2020-04-15,Lexington Park,2020-04-15
20653,24,2020-04-16,Lexington Park,2020-04-16
20653,24,2020-04-17,Lexington Park,2020-04-17
20653,24,2020-04-18,Lexington Park,2020-04-18
20653,25,2020-04-19,Lexington Park,2020-04-19
20653,25,2020-04-20,Lexington Park,2020-04-20
20653,25,2020-04-21,Lexington Park,2020-04-21
20653,26,2020-04-22,Lexington Park,2020-04-22
20653,26,2020-04-23,Lexington Park,2020-04-23
20653,28,2020-04-24,Lexington Park,2020-04-24
20653,28,2020-04-25,Lexington Park,2020-04-25
20653,30,2020-04-26,Lexington Park,2020-04-26
20653,34,2020-04-27,Lexington Park,2020-04-27
20653,34,2020-04-28,Lexington Park,2020-04-28
20653,34,2020-04-29,Lexington Park,2020-04-29
20653,34,2020-04-30,Lexington Park,2020-04-30
20653,35,2020-05-01,Lexington Park,2020-05-01
20653,38,2020-05-02,Lexington Park,2020-05-02
20653,38,2020-05-03,Lexington Park,2020-05-03
20653,39,2020-05-04,Lexington Park,2020-05-04
20653,39,2020-05-05,Lexington Park,2020-05-05
20653,40,2020-05-06,Lexington Park,2020-05-06
20653,41,2020-05-07,Lexington Park,2020-05-07
20653,47,2020-05-08,Lexington Park,2020-05-08
20653,49,2020-05-09,Lexington Park,2020-05-09
20653,52,2020-05-10,Lexington Park,2020-05-10
20653,53,2020-05-11,Lexington Park,2020-05-11
20653,53,2020-05-12,Lexington Park,2020-05-12
20653,57,2020-05-13,Lexington Park,2020-05-13
20653,57,2020-05-14,Lexington Park,2020-05-14
20653,62,2020-05-15,Lexington Park,2020-05-15
20653,63,2020-05-16,Lexington Park,2020-05-16
20657,15,2020-04-14,Lusby,2020-04-14
20657,15,2020-04-15,Lusby,2020-04-15
20657,15,2020-04-16,Lusby,2020-04-16
20657,15,2020-04-17,Lusby,2020-04-17
20657,15,2020-04-18,Lusby,2020-04-18
20657,15,2020-04-19,Lusby,2020-04-19
20657,15,2020-04-20,Lusby,2020-04-20
20657,16,2020-04-21,Lusby,2020-04-21
20657,16,2020-04-22,Lusby,2020-04-22
20657,16,2020-04-23,Lusby,2020-04-23
20657,17,2020-04-24,Lusby,2020-04-24
20657,18,2020-04-25,Lusby,2020-04-25
20657,19,2020-04-26,Lusby,2020-04-26
20657,21,2020-04-27,Lusby,2020-04-27
20657,21,2020-04-28,Lusby,2020-04-28
20657,22,2020-04-29,Lusby,2020-04-29
20657,22,2020-04-30,Lusby,2020-04-30
20657,23,2020-05-01,Lusby,2020-05-01
20657,23,2020-05-02,Lusby,2020-05-02
20657,24,2020-05-03,Lusby,2020-05-03
20657,27,2020-05-04,Lusby,2020-05-04
20657,27,2020-05-05,Lusby,2020-05-05
20657,29,2020-05-06,Lusby,2020-05-06
20657,29,2020-05-07,Lusby,2020-05-07
20657,30,2020-05-08,Lusby,2020-05-08
20657,33,2020-05-09,Lusby,2020-05-09
20657,33,2020-05-10,Lusby,2020-05-10
20657,33,2020-05-11,Lusby,2020-05-11
20657,33,2020-05-12,Lusby,2020-05-12
20657,33,2020-05-13,Lusby,2020-05-13
20657,35,2020-05-14,Lusby,2020-05-14
20657,35,2020-05-15,Lusby,2020-05-15
20657,36,2020-05-16,Lusby,2020-05-16
20659,23,2020-04-14,Mechanicsville,2020-04-14
20659,23,2020-04-15,Mechanicsville,2020-04-15
20659,22,2020-04-16,Mechanicsville,2020-04-16
20659,23,2020-04-17,Mechanicsville,2020-04-17
