20601	1788 Cases
20602	1975 Cases
20603	2093 Cases
20604	29 Cases
20606	12 Cases
20607	852 Cases
20608	39 Cases
20609	41 Cases
20611	59 Cases
20612	13 Cases
20613	1094 Cases
20615	20 Cases
20616	482 Cases
20617	46 Cases
20618	37 Cases
20619	617 Cases
20620	94 Cases
20621	49 Cases
20622	464 Cases
20623	185 Cases
20624	77 Cases
20625	36 Cases
20626	11 Cases
20628	20 Cases
20630	41 Cases
20632	36 Cases
20634	389 Cases
20636	509 Cases
20637	280 Cases
20639	623 Cases
20640	647 Cases
20645	51 Cases
20646	1160 Cases
20650	712 Cases
20653	1303 Cases
20656	35 Cases
20657	897 Cases
20658	56 Cases
20659	1150 Cases
20662	152 Cases
20664	139 Cases
20667	12 Cases
20670	50 Cases
20674	26 Cases
20675	95 Cases
20676	96 Cases
20677	125 Cases
20678	601 Cases
20680	21 Cases
20684	44 Cases
20685	259 Cases
20687	18 Cases
20688	105 Cases
20689	86 Cases
20690	21 Cases
20692	48 Cases
20693	61 Cases
20695	846 Cases
20701	35 Cases
20703	20 Cases
20704	19 Cases
20705	2994 Cases
20706	4788 Cases
20707	3352 Cases
20708	2497 Cases
20710	974 Cases
20711	510 Cases
20712	759 Cases
20714	203 Cases
20715	1563 Cases
20716	1565 Cases
20718	10 Cases
20720	1807 Cases
20721	2188 Cases
20722	722 Cases
20723	2301 Cases
20724	1591 Cases
20725	13 Cases
20732	446 Cases
20733	156 Cases
20735	3349 Cases
20736	429 Cases
20737	2685 Cases
20740	2485 Cases
20741	13 Cases
20742	507 Cases
20743	3428 Cases
20744	4305 Cases
20745	2707 Cases
20746	2430 Cases
20747	3374 Cases
20748	3278 Cases
20751	123 Cases
20754	353 Cases
20755	401 Cases
20757	15 Cases
20758	40 Cases
20759	305 Cases
20762	141 Cases
20763	234 Cases
20764	212 Cases
20765	33 Cases
20769	545 Cases
20770	1954 Cases
20772	3591 Cases
20773	15 Cases
20774	3729 Cases
20776	174 Cases
20777	170 Cases
20778	101 Cases
20779	60 Cases
20781	1278 Cases
20782	3660 Cases
20783	5350 Cases
20784	3764 Cases
20785	3830 Cases
20787	20 Cases
20794	1946 Cases
20812	13 Cases
20814	1217 Cases
20815	1152 Cases
20816	508 Cases
20817	1332 Cases
20818	46 Cases
20832	1236 Cases
20833	396 Cases
20837	264 Cases
20839	12 Cases
20841	396 Cases
20842	81 Cases
20847	42 Cases
20848	13 Cases
20850	2861 Cases
20851	1105 Cases
20852	2355 Cases
20853	2333 Cases
20854	1873 Cases
20855	838 Cases
20860	194 Cases
20861	147 Cases
20862	16 Cases
20866	1226 Cases
20868	66 Cases
20871	1279 Cases
20872	844 Cases
20874	4147 Cases
20875	25 Cases
20876	1831 Cases
20877	3898 Cases
20878	3082 Cases
20879	2268 Cases
20882	733 Cases
20886	3066 Cases
20889	48 Cases
20892	60 Cases
20895	1022 Cases
20896	20 Cases
20898	9 Cases
20901	2646 Cases
20902	4852 Cases
20903	2610 Cases
20904	4993 Cases
20905	1163 Cases
20906	6606 Cases
20907	17 Cases
20910	2321 Cases
20912	1743 Cases
21001	1740 Cases
21005	97 Cases
21009	1974 Cases
21012	1301 Cases
21013	222 Cases
21014	2356 Cases
21015	1656 Cases
21017	464 Cases
21028	169 Cases
21029	518 Cases
21030	1764 Cases
21031	8 Cases
21032	660 Cases
21034	155 Cases
21035	479 Cases
21036	115 Cases
21037	1328 Cases
21040	1721 Cases
21042	1851 Cases
21043	2537 Cases
21044	2446 Cases
21045	2392 Cases
21046	824 Cases
21047	729 Cases
21048	452 Cases
21050	1190 Cases
21051	11 Cases
21052	39 Cases
21053	157 Cases
21054	862 Cases
21056	8 Cases
21057	251 Cases
21060	3128 Cases
21061	4602 Cases
21071	16 Cases
21074	670 Cases
21075	2318 Cases
21076	1669 Cases
21077	19 Cases
21078	1092 Cases
21082	54 Cases
21084	333 Cases
21085	1133 Cases
21087	421 Cases
21090	762 Cases
21093	2243 Cases
21102	569 Cases
21104	284 Cases
21108	1177 Cases
21111	218 Cases
21113	2135 Cases
21114	1600 Cases
21117	3913 Cases
21120	340 Cases
21122	4813 Cases
21128	1072 Cases
21131	333 Cases
21132	123 Cases
21133	2705 Cases
21136	2067 Cases
21140	180 Cases
21144	2609 Cases
21146	1887 Cases
21152	284 Cases
21153	49 Cases
21154	348 Cases
21155	80 Cases
21156	25 Cases
21157	1994 Cases
21158	1075 Cases
21160	138 Cases
21161	265 Cases
21162	416 Cases
21163	284 Cases
21201	1234 Cases
21202	2365 Cases
21203	47 Cases
21204	1459 Cases
21205	1500 Cases
21206	4558 Cases
21207	4069 Cases
21208	2973 Cases
21209	1956 Cases
21210	393 Cases
21211	880 Cases
21212	1978 Cases
21213	2718 Cases
21214	1352 Cases
21215	4933 Cases
21216	2217 Cases
21217	2251 Cases
21218	2943 Cases
21219	767 Cases
21220	3578 Cases
21221	3567 Cases
21222	4729 Cases
21223	1832 Cases
21224	5061 Cases
21225	2695 Cases
21226	508 Cases
21227	2935 Cases
21228	4050 Cases
21229	3983 Cases
21230	2843 Cases
21231	1127 Cases
21233	11 Cases
21234	5149 Cases
21236	3125 Cases
21237	2859 Cases
21239	2353 Cases
21244	3290 Cases
21250	31 Cases
21251	24 Cases
21252	153 Cases
21286	1326 Cases
21401	2987 Cases
21402	214 Cases
21403	2579 Cases
21405	50 Cases
21409	1174 Cases
21412	529 Cases
21502	4154 Cases
21520	168 Cases
21521	89 Cases
21522	11 Cases
21523	14 Cases
21529	67 Cases
21530	122 Cases
21531	138 Cases
21532	1303 Cases
21536	329 Cases
21538	44 Cases
21539	224 Cases
21540	10 Cases
21541	69 Cases
21545	146 Cases
21550	1002 Cases
21555	129 Cases
21557	144 Cases
21561	164 Cases
21562	274 Cases
21601	1495 Cases
21607	48 Cases
21610	18 Cases
21612	18 Cases
21613	1579 Cases
21617	658 Cases
21619	429 Cases
21620	743 Cases
21622	32 Cases
21623	127 Cases
21625	111 Cases
21629	609 Cases
21631	209 Cases
21632	464 Cases
21634	74 Cases
21635	111 Cases
21636	78 Cases
21638	344 Cases
21639	226 Cases
21640	162 Cases
21641	10 Cases
21643	431 Cases
21645	105 Cases
21647	8 Cases
21648	16 Cases
21649	235 Cases
21650	11 Cases
21651	137 Cases
21654	44 Cases
21655	235 Cases
21657	80 Cases
21658	216 Cases
21659	65 Cases
21660	262 Cases
21661	132 Cases
21662	28 Cases
21663	93 Cases
21665	18 Cases
21666	736 Cases
21667	9 Cases
21668	121 Cases
21671	24 Cases
21672	16 Cases
21673	173 Cases
21676	8 Cases
21677	35 Cases
21678	109 Cases
21679	21 Cases
21701	2780 Cases
21702	3884 Cases
21703	3739 Cases
21704	1126 Cases
21705	29 Cases
21710	261 Cases
21711	98 Cases
21713	923 Cases
21716	388 Cases
21717	23 Cases
21718	11 Cases
21719	96 Cases
21720	13 Cases
21722	541 Cases
21723	60 Cases
21727	416 Cases
21733	113 Cases
21734	53 Cases
21737	117 Cases
21738	158 Cases
21740	5928 Cases
21742	2862 Cases
21746	640 Cases
21750	211 Cases
21754	401 Cases
21755	409 Cases
21756	241 Cases
21757	165 Cases
21758	224 Cases
21762	25 Cases
21766	36 Cases
21767	116 Cases
21769	654 Cases
21770	440 Cases
21771	1606 Cases
21773	302 Cases
21774	886 Cases
21776	275 Cases
21777	72 Cases
21778	76 Cases
21779	58 Cases
21780	132 Cases
21782	275 Cases
21783	764 Cases
21784	2277 Cases
21787	556 Cases
21788	952 Cases
21791	275 Cases
21793	827 Cases
21794	177 Cases
21795	983 Cases
21797	446 Cases
21798	159 Cases
21801	2232 Cases
21802	50 Cases
21804	3000 Cases
21811	1427 Cases
21813	166 Cases
21814	11 Cases
21817	339 Cases
21821	51 Cases
21822	182 Cases
21824	8 Cases
21826	354 Cases
21829	34 Cases
21830	252 Cases
21835	26 Cases
21837	161 Cases
21838	98 Cases
21840	18 Cases
21841	61 Cases
21842	900 Cases
21843	16 Cases
21849	205 Cases
21850	151 Cases
21851	556 Cases
21853	711 Cases
21856	49 Cases
21861	37 Cases
21862	13 Cases
21863	302 Cases
21864	38 Cases
21865	23 Cases
21869	64 Cases
21871	104 Cases
21872	54 Cases
21874	137 Cases
21875	535 Cases
21890	1097 Cases
21901	795 Cases
21903	319 Cases
21904	294 Cases
21911	749 Cases
21912	83 Cases
21913	67 Cases
21914	39 Cases
21915	163 Cases
21917	134 Cases
21918	205 Cases
21919	143 Cases
21921	2847 Cases
